id,scientific_name,synonyms,description,english_name,kingdom,phylum,class_,order,family,genus,characteristics,biotope,countries__ids,domesticated/cultivated,endemic,general_uses,notes,refs__ids,links
oxalislawsonii,Oxalis lawsonii,,F. Bolus,Cattle sorrel,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,"annual or perennial herb; purple-pink flowers; juicy, thick tap root; tubers along the lateral root; likes water",,"BW,NA,ZA",,,,,,
oxalispurpurascens,Oxalis purpurascens,,Salter,Savanna clover,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,small herb; compound leaves; pink to red flowers with five petals,rocky area,,,,,,,
oxalissemiloba,Oxalis semiloba,,,Fishtail sorrel,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,small herb; up to 10 cm tall; each leaf consits of 3 lobed leaflets; leaves fold up at night; pink or purple flowers with a yellow center,dune,,,,,,,
oxyanthuszanguebaricus,Oxyanthus zanguebaricus,,,,Plantae,,,,,Oxyanthus,,,,,,,,[PROTA],
oxybelus,Oxybelus,,"Joergensen, 1905",,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,,,,,,,,,,
oxycatantopsspissus,Oxycatantops spissus,,,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Oxycatantops,,,GH,,,,,,
oxygonumalatum,Oxygonum alatum,,Burch.,Human sorrel,Plantae,Tracheophyta,Magnoliopsida,Polygonales,Polygonaceae,Oxygonum,small pink flowers; runners; appears after rain,,"BW,NA,ZA",,,,,,
oxygonumatriplicifolium,Oxygonum atriplicifolium,,,,Plantae,,,,,Oxygonum,,,,,,,,[PROTA],
oxygonumdelagoense,Oxygonum delagoense,,Kuntze,Salt of the tortoise,Plantae,Tracheophyta,Magnoliopsida,Polygonales,Polygonaceae,Oxygonum,"erect, annual herb; narrow, fleshy and hairy leaves; small white to pink flowers","sandy soil, dune",,,,,,,
oxygonumsalicifolium,Oxygonum salicifolium,,,,Plantae,,,,,Oxygonum,,,,,,,,[PROTA],
oxygonumsinuatum,Oxygonum sinuatum,,,,Plantae,,,,,Oxygonum,,,,,,,,[PROTA],
oxytenantheraabyssinica,Oxytenanthera abyssinica,,(A.Rich.) Munro,Bindura bamboo,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Oxytenanthera,,,"BF,BJ,GN,ML,MW",,,,,,
oxyuramaccoa,Oxyura maccoa,,"(Eyton, 1838)",Maccoa Duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,"omnivore; body-length: 46 cm, dark brown plumage; pale stripe underneath the eye; the male has a black head and a bright blue bill  ",freshwater,,,,,,,
ozoroainsignis,Ozoroa insignis,,,,Plantae,,,,,Ozoroa,,,,,,,,[PROTA],
ozoroapaniculosa,Ozoroa paniculosa,,(Sond.) R. & A. Fernandes,"Common resin tree, Bushveld ozoroa",Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Ozoroa,,,"BW,NA",,,,,,
pachnodacordata,Pachnoda cordata,,"(Drury, 1773)",,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Pachnoda,,,GH,,,,,,
pachnodainterrupta,Pachnoda interrupta,,"(Olivier, 1789)",Sorghum chafer,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Pachnoda,,,,,,,,,
pachnodamarginata,Pachnoda marginata,,"(Drury, 1773)",,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Pachnoda,,,,,,,,,
pachycarpuslineolatus,Pachycarpus lineolatus,,,,Plantae,,,,,Pachycarpus,,,,,,,,[PROTA],
pachycarpusschinzianus,Pachycarpus schinzianus,,,,Plantae,,,,,Pachycarpus,,,,,,,,[plantzafrica.com],
pachycarpusspurius,Pachycarpus spurius,,,,Plantae,,,,,Pachycarpus,,,,,,,,[PROTA],
pachycondyla,Pachycondyla,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,,,,,,,,,
pachydactyluscapensis,Pachydactylus capensis,,"(Smith, 1846)",Cape Thick-toed Gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,,,"BW,NA",,,,,,
pachydactylusturneri,Pachydactylus turneri,,"Fischer, 1888",Turnerâ€™s Thick-toed Gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,,,"BW,NA,ZA",,,,,,
pachyelasmatessmannii,Pachyelasma tessmannii,,,,Plantae,,,,,Pachyelasma,,,,,,,,[PROTA],
pachypodiumnamaquanum,Pachypodium namaquanum,,,,Plantae,,,,,Pachypodium,,,,,,,,[plantzafrica.com],
pachyptilabelcheri,Pachyptila belcheri,,"(Mathews, 1912)",thin-billed prion,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,carnivore; body-length: 27 cm; pale plumage; thin bill,marine habitat,,,,,,,
pachyptilaturtur,Pachyptila turtur,,"(Kuhl, 1820)",Fairy Prion,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,carnivore; body-length: 24 cm; blueish plumage; pale head; blak-tipped tail;,marine habitat,,,,,,,
pachyptilavittata,Pachyptila vittata,,"(G. Forster, 1777)",Broad-billed Prion,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,"carnivore; body-Length: 30 cm; large head; broad, flat bill; grey patches on the breast",marine habitat,,,,,,,
pancratiumtenuifolium,Pancratium tenuifolium,,Hochst. ex A.Rich.,Pancratium sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Pancratium,geophyte; up to 40cm tall; leaves are linear ande twisted; large white flowers,"sandy soil, dune","BW,NA,ZA",,,,,,
pancratiumtrianthum,Pancratium trianthum,,Herb.,,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Pancratium,,,BF,,,,,,
pandanusabbiwii,Pandanus abbiwii,,,,Plantae,,,,,Pandanus,,,,,,,,[PROTA],
pandanusodoratissimus,Pandanus odoratissimus,,,,Plantae,,,,,Pandanus,,,,,,,,[PROTA],
pandanusutilis,Pandanus utilis,,,,Plantae,,,,,Pandanus,,,,,,,,[PROTA],
pandaoleosa,Panda oleosa,,,,Plantae,,,,,Panda,,,,,,,,[PROTA],
pandiakaangustifolia,Pandiaka angustifolia,,(Vahl) Hepper,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Pandiaka,,,,,,,,,
pandinusimperator,Pandinus imperator,,,emperor scorpion,Animalia,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,,,"GH,TG",,,,,,
pandionhaliaetus,Pandion haliaetus,,"(Linnaeus, 1758)",Osprey,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,carnivore; body-length: 55-69 cm; white belly and head with black face-mask; white underwing with black patches; dark grey back and upperwings,"freshwater, coast",,,,,,,
panicumanabaptistum,Panicum anabaptistum,,Steud.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,,,,,,,,,
panicumcoloratum,Panicum coloratum,,L.,klinegrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,grass with orange or purple coloured spikelets,,"BW,NA,ZA",,,,,,
panicumfluviicola,Panicum fluviicola,,Steud.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,,,ML,,,,,,
panicumkalaharense,Panicum kalaharense,,Mez,Panicum sp.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,,,"BW,NA,ZA",,,,,,
panicumlaetum,Panicum laetum,,Kunth,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,,,"BF,BJ",,,,,,
panicummaximum,Panicum maximum,,Jacq.,Guinea grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,,,"BW,NA,ZA",,,,,,
panicummiliaceum,Panicum miliaceum,,,,Plantae,,,,,Panicum,,,,,,,,[PROTA],
panicumsubalbidum,Panicum subalbidum,,Kunth,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,,,"BF,BJ",,,,,,
panicumturgidum,Panicum turgidum,,Forssk.,merkba,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,,,MA,,,,,,
pantheraleo,Panthera leo,,"(Linnaeus, 1758)",Lion,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,"carnivore; height: 110-120 cm; the Lion is the largest cat in Africa and the only one where the males have manes, the colour of the mane ranges from blonde to black; the back of the round ears is black; the males are much larger than the females and have manes;","savanna, scrubforest, forest, grassland, mountains","BW,MZ,NA,ZA,ZW",,,,,,
pantherapardus,Panthera pardus,,"(Linnaeus, 1758)",leopard,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,,,"AT,BA,BE,BW,CI,CZ,DE,HR,HU,IN,KE,LK,LR,NA,PH,RO,RS,TZ,UG,ZA,ZM,ZW",,,,,,
pantheraparduspardus,Panthera pardus pardus,,"(Linnaeus, 1758)",African Leopard,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,"carnivore; height: 45-80 cm; the Leopard has shorter legs than most felines; the colour of its coat varies from white to golden-brown, with black spots, often 6 to 8 spots form a rosette; the ears are rounded; it differs from the Cheetah in having shorter legs and rosette-like spots, also it lacks the tear marks from eye to mouth;","savanna, rainforest, grassland, desert","BW,MZ,NA,ZA,ZW",,,,,,
papio,Papio,,,Baboons,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,,,,,,,,,,
papioanubis,Papio anubis,,"(Lesson, 1827)",Olive baboon,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,,,"CM,ET,GH,GN,KE,RW,TZ,UG",,,,,,
papioursinus,Papio ursinus,Papio hamadryas ursinus,"(Kerr, 1792)",Chacma baboon,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,"omnivore; body-length: 50-115 cm, tail-length: 50-70 cm; the fur is generally dark brown to grey on the back and lighter on  the underparts and on the sides of the face; the face is long and downwards-sloping; the first part of the long tail is carried upwards while the rest hangs down;","savanna, scrubforest, grassland, woodland","BW,MZ,NA,ZA,ZW",,,,,,
pappeacapensis,Pappea capensis,,Eckl. & Zeyh.,Judgement tree,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pappea,,,"BW,NA",,,,,,
parabuthusgranulatus,Parabuthus granulatus,,,Parabuthus sp.,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,,,"BW,NA,ZA",,,,,,
paracinematricolor,Paracinema tricolor,,,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Paracinema,,,FR,,,,,,
paracynictisselousi,Paracynictis selousi,,"(de Winton, 1896)",Selouse meerkat,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Paracynictis,"carnivore; length: 63-90 cm, tail-length: 28-43 cm; grey to tawny-grey fur, tail white at the tip, legs dark; large rounded ears;","savanna, grassland, woodland","BW,MZ,NA,ZA,ZW",,,,,,
paramacrolobiumcoeruleum,Paramacrolobium coeruleum,,,,Plantae,,,,,Paramacrolobium,,,,,,,,[PROTA],
paranomussceptrum-gustavianus,Paranomus sceptrum-gustavianus,,,,Plantae,,,,,Paranomus,,,,,,,,[plantzafrica.com],
pararistolochiapromissa,Pararistolochia promissa,,,,Plantae,,,,,Pararistolochia,,,,,,,,[PROTA],
paraxeruscepapi,Paraxerus cepapi,,"(A. Smith, 1836)",Yellow-footed Squirrel,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,"omnivore; body-length: 35 cm, half of which is tail; the colour varies depending on the region from pale grey to brown; the head and legs are rusty coloured; the chest is lighter coloured; the long, bushy tail is carried extended backwards;","savanna, woodland","BW,MZ,NA,ZA,ZW",,,,Tree Squirrel,,
paraxeruspalliatus,Paraxerus palliatus,,"(Peters, 1852)",Red Bush Squirrel,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,"omnivore; total-length: 35-40 cm, tail-length: 17-20 cm; dark grey on the back, reddish or yellowish on the belly; bushy reddish tail;","forest, woodland","MZ,ZA",,,,,,
parinaricapensis,Parinari capensis,,Harv.,Sand apple,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Parinari,,,"BW,NA",,,,,,
parinaricongensis,Parinari congensis,,,,Plantae,,,,,Parinari,,,,,,,,[PROTA],
parinaricuratellifolia,Parinari curatellifolia,,,,Plantae,,,,,Parinari,,,,,,,,[plantzafrica.com],
parinariexcelsa,Parinari excelsa,,,,Plantae,,,,,Parinari,,,,,,,,[PROTA],
parinarihypochrysea,Parinari hypochrysea,,,,Plantae,,,,,Parinari,,,,,,,,[PROTA],
parisomasubcaeruleum,Parisoma subcaeruleum,,,Tit-Warbler,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Parisoma,,,,,,,,,
parkiabicolor,Parkia bicolor,,,,Plantae,,,,,Parkia,,,,,,,,[PROTA],
parkiabiglobosa,Parkia biglobosa,,(Jacq.)G.Don,"Clapperton's parkia, locust tree",Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkia,,,"BF,BJ,FR,GN,ML",,,"seeds, flour and pods eatable or used in construction",one of the most important tree of the West African savanna,"Blench2012[7], Hall1997[]",
parkiafilicoidea,Parkia filicoidea,,,,Plantae,,,,,Parkia,,,,,,,,[PROTA],
parkiamadagascariensis,Parkia madagascariensis,,,,Plantae,,,,,Parkia,,,,,,,,[PROTA],
parkinsoniaaculeata,Parkinsonia aculeata,,L.,mexican palo verde,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,,,"AR,BF,EC,ES,FR,IT,MX,PE,US",,,,,,
parkinsoniaafricana,Parkinsonia africana,,Sond.,Wild hair tree,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parkinsonia,"3 m tall, yellow flowers, green bark, thin leaves, short thickish thorns, 90 mm long thin red-brown pods","arid area, river course","BW,NA,ZA",,,,,,
paropsiabrazzeana,Paropsia brazzeana,,,,Plantae,,,,,Paropsia,,,,,,,,[PROTA],
paropsiagrewioides,Paropsia grewioides,,,,Plantae,,,,,Paropsia,,,,,,,,[PROTA],
paropsiaguineensis,Paropsia guineensis,,,,Plantae,,,,,Paropsia,,,,,,,,[PROTA],
paropsiaperrieri,Paropsia perrieri,,,,Plantae,,,,,Paropsia,,,,,,,,[PROTA],
parotomysbrantsii,Parotomys brantsii,,"(A. Smith, 1834)",Brants's Whistling Rat,Animalia,Chordata,Mammalia,Rodentia,Muridae,Parotomys,Herbivore; length: 25 cm; pale yellow-brown fur with lighter underparts;,semi- arid desert,"BW,NA,ZA",,,,,,
parotomyslittledalei,Parotomys littledalei,,"Thomas, 1918",Littledale's Whistling Rat,Animalia,Chordata,Mammalia,Rodentia,Muridae,Parotomys,Herbivore; length: 24 cm; highly variable in colour (reddish-yellow to brown-grey) with lighter underparts;,"shrubland, desert","NA,ZA",,,,,,
parquetinacalophylla,Parquetina calophylla,,,,Plantae,,,,,Parquetina,,,,,,,,[PROTA],
parquetinanigrescens,Parquetina nigrescens,,,,Plantae,,,,,Parquetina,,,,,,,,[PROTA],
paruscinerascens,Parus cinerascens,,"Vieillot, 1818",Acacia Grey Tit,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,,,,,,,,,
paspalidiumgeminatum,Paspalidium geminatum,,(Forssk.) Stapf,Alligator Grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalidium,,,ES,,,,,,
paspalumscrobiculatum,Paspalum scrobiculatum,,L.,Veld paspalum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,,,"AU,CI",,,,,,
passerdomesticus,Passer domesticus,,"(Linnaeus, 1758)",House Sparrow,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,,,"BW,ZA",,,,,,
passergriseus,Passer griseus,,"(Vieillot, 1817)",Northern Grey-headed Sparrow,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,,,"BW,ZA",,,,,,
passerinacorymbosa,Passerina corymbosa,,,,Plantae,,,,,Passerina,,,,,,,,[plantzafrica.com],
passerinaericoides,Passerina ericoides,,,,Plantae,,,,,Passerina,,,,,,,,[plantzafrica.com],
passerinafiliformissubsp.fi,Passerina filiformis subsp. Filiformis,,,,Plantae,,,,,Passerina,,,,,,,,[plantzafrica.com],
passerluteus,Passer luteus,,"(Lichtenstein, 1823)",Sudan Golden Sparrow,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,,,"AE,CM,GM,ML,MR,NE,NG,SD,SN,TD",,,,,,
passermelanurus,Passer melanurus,,"(Statius Muller, 1776)",Cape Sparrow,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,,,"BW,ZA",,,,,,
passermotitensis,Passer motitensis,,"(A. Smith, 1836)",Great Sparrow,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,,,"BW,ZA",,,,,,
passiflorasuberosa,Passiflora suberosa,,,,Plantae,,,,,Passiflora,,,,,,,,[PROTA],
pastinacasativa,Pastinaca sativa,,,,Plantae,,,,,Pastinaca,,,,,,,,[PROTA],
pauridiantharubens,Pauridiantha rubens,,,,Plantae,,,,,Pauridiantha,,,,,,,,[PROTA],
pausinystaliajohimbe,Pausinystalia johimbe,,,,Plantae,,,,,Pausinystalia,,,,,,,,[PROTA],
pausinystalialane-poolei,Pausinystalia lane-poolei,,,,Plantae,,,,,Pausinystalia,,,,,,,,[PROTA],
pausinystaliamacroceras,Pausinystalia macroceras,,,,Plantae,,,,,Pausinystalia,,,,,,,,[PROTA],
pausinystaliatalbotii,Pausinystalia talbotii,,,,Plantae,,,,,Pausinystalia,,,,,,,,[PROTA],
pavettacooperi,Pavetta cooperi,,,,Plantae,,,,,Pavetta,,,,,,,,[plantzafrica.com],
pavettagardeniifolia,Pavetta gardeniifolia,,,,Plantae,,,,,Pavetta,,,,,,,,[plantzafrica.com],
pavettalanceolata,Pavetta lanceolata,,,,Plantae,,,,,Pavetta,,,,,,,,[plantzafrica.com],
pavettarevoluta,Pavetta revoluta,,,,Plantae,,,,,Pavetta,,,,,,,,[plantzafrica.com],
pavettaschumanniana,Pavetta schumanniana,,,,Plantae,,,,,Pavetta,,,,,,,,[plantzafrica.com],
pavoniaburchelli,Pavonia burchelli,,,Pavonia sp.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Pavonia,"shrub or herb; up to 50 cm tall; hairy, divided leaves with toothed margins; pale orange flowers",,,,,,,,
pavoniasenegalensis,Pavonia senegalensis,,(Cav.) Leistn.,Pavonia sp.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Pavonia,"shrub, 1,25m tall, softstemmed, broad circular leaves, yellow flowers on long stalks","arid savanna, sandy soil",,,,,,,
pavoniaurens,Pavonia urens,,,,Plantae,,,,,Pavonia,,,,,,,,[PROTA],
pearsoniasessilifolia,Pearsonia sessilifolia,,,,Plantae,,,,,Pearsonia,,,,,,,,[plantzafrica.com],
pechuel-loeschealeubnitziae,Pechuel-loeschea leubnitziae,,,wild sage,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pechuel-loeschea,"up to 2 m tall, grey-green shrub, bitter aroma of stems and leaves, small purple flowers",,"BW,NA,ZA",,,,,,
pedaliummurex,Pedalium murex,,,,Plantae,,,,,Pedalium,,,,,,,,[PROTA],
peddieaafricana,Peddiea africana,,,,Plantae,,,,,Peddiea,,,,,,,,[PROTA],
pedetescapensis,Pedetes capensis,,"(Forster, 1778)",Springhare,Animalia,Chordata,Mammalia,Rodentia,Pedetidae,Pedetes,"omnivore; body-length: 35-45 cm; the Springhare is actually a rodent; with its powerful hind legs and the short forelegs it resembles a small kangaroo (though unrelated), it can leap over 2m in one jump; the colour of the coat varies from pale grey to reddish brown, the underparts are white; the long tail always has a broad black tip; it has long ears and conspicuously large eyes;","savanna, grassland, desert","BW,MZ,NA,ZA,ZW",,,,,,
pediculushumanuscapitis,Pediculus humanus capitis,,"Linnaeus, 1758",human head louse,Animalia,Arthropoda,Insecta,Phthiraptera,Pediculidae,Pediculus,,,,,,,,,
pelargoniumabrotanifolium,Pelargonium abrotanifolium,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumacetosum,Pelargonium acetosum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumacraeum,Pelargonium acraeum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumalbum,Pelargonium album,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumalternans,Pelargonium alternans,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumbetulinum,Pelargonium betulinum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumcapitatum,Pelargonium capitatum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumcitronellum,Pelargonium citronellum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumcordifolium,Pelargonium cordifolium,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumcrassicaule,Pelargonium crassicaule,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumcrispum,Pelargonium crispum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumcrithmifolium,Pelargonium crithmifolium,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumcuccullatum,Pelargonium cuccullatum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumdenticulatum,Pelargonium denticulatum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumechinatum,Pelargonium echinatum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumelegans,Pelargonium elegans,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumexstipulatum,Pelargonium exstipulatum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumfruticosum,Pelargonium fruticosum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumfulgidum,Pelargonium fulgidum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumglutinosum,Pelargonium glutinosum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumgrandiflorum,Pelargonium grandiflorum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumgraveolens,Pelargonium graveolens,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumgreytonense,Pelargonium greytonense,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumgrossularioides,Pelargonium grossularioides,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumhermanniifolium,Pelargonium hermanniifolium,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumhispidum,Pelargonium hispidum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniuminquinans,Pelargonium inquinans,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumiondiflorum,Pelargonium iondiflorum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumlaevigatum,Pelargonium laevigatum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumlanceolatum,Pelargonium lanceolatum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniummagenteum,Pelargonium magenteum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniummulticaule,Pelargonium multicaule,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumodoratissimum,Pelargonium odoratissimum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumovale,Pelargonium ovale,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumpanduriforme,Pelargonium panduriforme,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumpapilionaceum,Pelargonium papilionaceum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumpeltatum,Pelargonium peltatum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumpseudoglutinosum,Pelargonium pseudoglutinosum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumquercifolium,Pelargonium quercifolium,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumradens,Pelargonium radens,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumreniforme,Pelargonium reniforme,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumribifolium,Pelargonium ribifolium,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumrosatgroup,Pelargonium Rosat Group,,,,Plantae,,,,,Pelargonium,,,,,,,,[PROTA],
pelargoniumscabroide,Pelargonium scabroide,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumscabrum,Pelargonium scabrum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumsidoides,Pelargonium sidoides,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumsuburbanumsubsp.,Pelargonium suburbanum subsp. Suburbanum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumternatum,Pelargonium ternatum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumtetragonum,Pelargonium tetragonum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumtomentosum,Pelargonium tomentosum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumtongaense,Pelargonium tongaense,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumtransvaalense,Pelargonium transvaalense,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumtrifidum,Pelargonium trifidum,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumtriste,Pelargonium triste,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumvitifolium,Pelargonium vitifolium,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
pelargoniumzonale,Pelargonium zonale,,,,Plantae,,,,,Pelargonium,,,,,,,,[plantzafrica.com],
peleacapreolus,Pelea capreolus,,"(Forster, 1790)",Grey Rhebok,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pelea,"herbivore; height: 100 cm; brown, woolly coat; the belly and the underparts of the tail are white; long and pointy ears; the males are bigger than the females and have straight horns; the grey rhebok can be distinguished from the mountain reebok by the straight horns and the lack of the black spots below the ears;","grassland, mountains","BW,ZA",,,,,,
pelecanusonocrotalus,Pelecanus onocrotalus,,"Linnaeus, 1758",Great White Pelican,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,carnivore; body-length: 180 cm; white plumage; black stripe on the wings; large bill,freshwater,,,,,,,
pelecanusrufescens,Pelecanus rufescens,,"Gmelin, 1789",Pink-backed Pelican,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,carnivore; body-length: 140 cm; pale grey plumage; large bill,"freshwater, coast",,,,,,,
