id,scientific_name,synonyms,description,english_name,kingdom,phylum,class_,order,family,genus,characteristics,biotope,countries__ids,domesticated/cultivated,endemic,general_uses,notes,refs__ids,links
aeschynomenepfundii,Aeschynomene pfundii,,,,Plantae,,,,,Aeschynomene,,,,,,,,[PROTA],
aethomyschrysophilus,Aethomys chrysophilus,,"(de Winton, 1897)",Red Veld Rat,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,"herbivore; length:28 cm, tail-length: 15 cm; reddish-brown above, grey-white below, scaled tail;","savanna, forest","BW,MZ,NA,ZA,ZW",,,,,,
aethomysnamaquensis,Aethomys namaquensis,,"(A. Smith, 1834)",Namaqua Rock Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,"herbivore; length:23-29 cm, tail-length: 15 cm; the fur is yellowish-brown with lighter underparts; the tail is covered in scales","savanna, forest, shrubland, grassland, rocky area, desert","BW,MZ,NA,ZA,ZW",,,,micaelamys namaquensis,,
aethomyssilindensis,Aethomys silindensis,,"Roberts, 1938",Silinda Rock Rat,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,"herbivore; length:35 cm, tail-length: 18 cm; scaled tail;","montane forest, rocky area","MZ,ZW",,,,,,
aframomumcorrorima,Aframomum corrorima,,,,Plantae,,,,,Aframomum,,,,,,,,[PROTA],
aframomummelegueta,Aframomum melegueta,,K.Schum.,melegueta pepper,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Aframomum,,,"CI,GN",,,,,,
afrixalusvittiger,Afrixalus vittiger,,"(Peters, 1876)",Spiny reed frog,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Afrixalus,,,,,,,,,
afrocarpusfalcatus,Afrocarpus falcatus,,,,Plantae,,,,,Afrocarpus,,,,,,,,[PROTA],
afrocarpususambarensis,Afrocarpus usambarensis,,,,Plantae,,,,,Afrocarpus,,,,,,,,[PROTA],
afrolicaniaelaeosperma,Afrolicania elaeosperma,,,,Plantae,,,,,Afrolicania,,,,,,,,[PROTA],
afrotrilepispilosa,Afrotrilepis pilosa,,(Boeckeler) J.Raynal,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Afrotrilepis,,,BJ,,,,,,
afzeliaafricana,Afzelia africana,,,,Plantae,,,,,Afzelia,,,,,,,,[PROTA],
afzeliabella,Afzelia bella,,,,Plantae,,,,,Afzelia,,,,,,,,[PROTA],
afzeliabipindensis,Afzelia bipindensis,,,,Plantae,,,,,Afzelia,,,,,,,,[PROTA],
afzeliapachyloba,Afzelia pachyloba,,,,Plantae,,,,,Afzelia,,,,,,,,[PROTA],
afzeliaparviflora,Afzelia parviflora,,,,Plantae,,,,,Afzelia,,,,,,,,[PROTA],
afzeliaquanzensis,Afzelia quanzensis,,Welw.,,Plantae,,,,,Afzelia,,,,,,,,[plantzafrica.com],
agamaaculeata,Agama aculeata,,"Merrem, 1820",Dwarf Rockhead Agama,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,,,,,,,,,
agamaagama,Agama agama,,"(Linnaeus, 1758)",Common Agama,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,,,,,,,,,
agamaboueti,Agama boueti,,"Chabanaud, 1917",Mali Agama,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,,,,,,,,,
agamasankaranica,Agama sankaranica,,"Chabanaud, 1918",Senegal Agama,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,,,GN,,,,,,
agapanthusafricanus,Agapanthus africanus,,(L.) Hoffmanns.,,Plantae,,,,,Agapanthus,,,,,,,,[plantzafrica.com],
agapanthuscampanulatus,Agapanthus campanulatus,,F.M.Leight.,,Plantae,,,,,Agapanthus,,,,,,,,[plantzafrica.com],
agapanthuscaulescens,Agapanthus caulescens,,Spreng.,,Plantae,,,,,Agapanthus,,,,,,,,[plantzafrica.com],
agapanthuscoddii,Agapanthus coddii,,F.M.Leight.,,Plantae,,,,,Agapanthus,,,,,,,,[plantzafrica.com],
agapanthusdyeri,Agapanthus dyeri,,Leight.,,Plantae,,,,,Agapanthus,,,,,,,,[plantzafrica.com],
agapanthusinapertussubsp.ho,Agapanthus inapertus subsp. hollandii,,(F.M.Leight.) F.M.Leight.,,Plantae,,,,,Agapanthus,,,,,,,,[plantzafrica.com],
agapanthusinapertussubsp.in,Agapanthus inapertus subsp. Intermedius,,F.M.Leight.,,Plantae,,,,,Agapanthus,,,,,,,,[plantzafrica.com],
agapanthuspraecoxsubsp.mini,Agapanthus praecox subsp. Minimus,,(Lindl.) F.M.Leight.,,Plantae,,,,,Agapanthus,,,,,,,,[plantzafrica.com],
agapathusinapertussubsp.pen,Agapathus inapertus subsp. Pendulus,,(L.Bolus) F.M.Leight.,,Plantae,,,,,Agapathus,,,,,,,,[plantzafrica.com],
agathosmaapiculata,Agathosma apiculata,,E.Mey. ex Bartl. & H.L.Wendl.,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmacapensis,Agathosma capensis,,(L.) Dummer,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmacerefolium,Agathosma cerefolium,,Bartl. & H.L. Wendl.,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmacollina,Agathosma collina,,Eckl. & Zeyh.,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmacrenulata,Agathosma crenulata,,(L.) Pillans,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmaglabrata,Agathosma glabrata,,Bartl. & H.L.Wendl.,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmagonaquensis,Agathosma gonaquensis,,Eckl. & Zeyh.,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmaimbricata,Agathosma imbricata,,(L.) Willd.,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmalanceolata,Agathosma lanceolata,,(L.) Engl.,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmamucronulata,Agathosma mucronulata,,Sond.,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmaovata,Agathosma ovata,,(Thunb.) Pillans,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmaserpyllacea,Agathosma serpyllacea,,Licht. ex Schult.,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agathosmathymifolia,Agathosma thymifolia,,Schltdl.,,Plantae,,,,,Agathosma,,,,,,,,[plantzafrica.com],
agaveamericana,Agave americana,,,,Plantae,,,,,Agave,,,,,,,,[PROTA],
agavesisalana,Agave sisalana,,,,Plantae,,,,,Agave,,,,,,,,[PROTA],
agriusconvolvuli,Agrius convolvuli,Herse convolvuli,"Linnaeus, 1758",Convolvulus Hawk,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Agrius,,,"AU,BJ,DE,DK,HK,IE,IN,IT,MZ,NZ,PH,PT,SE",,,,,,
aiolopussimulatrixsubsp.sim,Aiolopus simulatrix subsp. Simulatrix,,"(Walker, 1870)",,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Aiolopus,,,,,,,,,
alafiabarteri,Alafia barteri,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafiabenthamii,Alafia benthamii,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafiacaudata,Alafia caudata,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafiafuscata,Alafia fuscata,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafialandolphioides,Alafia landolphioides,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafialucida,Alafia lucida,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafiamultiflora,Alafia multiflora,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafianigrescens,Alafia nigrescens,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafiapauciflora,Alafia pauciflora,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafiaperrieri,Alafia perrieri,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafiaschumannii,Alafia schumannii,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alafiathouarsii,Alafia thouarsii,,,,Plantae,,,,,Alafia,,,,,,,,[PROTA],
alangiumchinense,Alangium chinense,,,,Plantae,,,,,Alangium,,,,,,,,[PROTA],
alangiumsalviifolium,Alangium salviifolium,,,,Plantae,,,,,Alangium,,,,,,,,[PROTA],
alantsilodendronvillosum,Alantsilodendron villosum,,,,Plantae,,,,,Alantsilodendron,,,,,,,,[PROTA],
albertisiacordifolia,Albertisia cordifolia,,,,Plantae,,,,,Albertisia,,,,,,,,[PROTA],
albertisiadelagoensis,Albertisia delagoensis,,,,Plantae,,,,,Albertisia,,,,,,,,[PROTA],
albertisiamangenotii,Albertisia mangenotii,,,,Plantae,,,,,Albertisia,,,,,,,,[PROTA],
albertisiascandens,Albertisia scandens,,,,Plantae,,,,,Albertisia,,,,,,,,[PROTA],
albertisiaundulata,Albertisia undulata,,,,Plantae,,,,,Albertisia,,,,,,,,[PROTA],
albertisiavillosa,Albertisia villosa,,,,Plantae,,,,,Albertisia,,,,,,,,[PROTA],
albiziaadianthifolia,Albizia adianthifolia,,(Schum.) W.Wight,,Plantae,,,,,Albizia,,,,,,,,[plantzafrica.com],
albiziaaltissima,Albizia altissima,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaamara,Albizia amara,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaanthelmintica,Albizia anthelmintica,,Brongn.,Worm-cure albizia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,"up to 6 m tall, yellow or creamy-white flowers, feathery leaves, no thorns, large light brown pods","savannasandy soil, dune","BW,NA,ZA",,,,used against parasites; 'Worm-cure Albizia' in eol,,
albiziaantunesiana,Albizia antunesiana,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaarenicola,Albizia arenicola,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaaurisparsa,Albizia aurisparsa,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaaylmeri,Albizia aylmeri,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziabernieri,Albizia bernieri,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaboinensis,Albizia boinensis,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaboivinii,Albizia boivinii,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziachevalieri,Albizia chevalieri,,Harms,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,,,BF,,,,,,
albiziacoriaria,Albizia coriaria,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaferruginea,Albizia ferruginea,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaforbesii,Albizia forbesii,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaglaberrima,Albizia glaberrima,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziagrandibracteata,Albizia grandibracteata,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziagreveana,Albizia greveana,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziagummifera,Albizia gummifera,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaharveyi,Albizia harveyi,,E.Fourn.,Sickle-leaved albizia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,,,,,,,,,
albiziamahalao,Albizia mahalao,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziamainaea,Albizia mainaea,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziamalacophylla,Albizia malacophylla,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziamasikororum,Albizia masikororum,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaodorata,Albizia odorata,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziapolyphylla,Albizia polyphylla,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziarhombifolia,Albizia rhombifolia,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaschimperiana,Albizia schimperiana,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziatanganyicensis,Albizia tanganyicensis,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziatulearensis,Albizia tulearensis,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaversicolor,Albizia versicolor,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziaviridis,Albizia viridis,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albiziazygia,Albizia zygia,,,,Plantae,,,,,Albizia,,,,,,,,[PROTA],
albucaabyssinica,Albuca abyssinica,Albuca angolensis,Jacq.,,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,Albuca,,,,,,,,,
albucaamboensis,Albuca amboensis,,(Schinz) Oberm.,Slime lily,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Albuca,,,"BW,NA,ZA",,,,,,
albucabatteniana,Albuca batteniana,,Hilliard & B.L.Burtt,,Plantae,,,,,Albuca,,,,,,,,[plantzafrica.com],
albucanelsonii,Albuca nelsonii,,N.E.Br.,,Plantae,,,,,Albuca,,,,,,,,[plantzafrica.com],
albucaseineri,Albuca seineri,,(Engl. & K.Krause) J.C.Manning & Goldblatt,Albuca sp.,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Albuca,"bulbous plant; up to 50 cm tall; the bulb is egg-shaped; from the bulb grow about seven erect, linear, blue-green leaves with dark spots below; the flower stalk grows much higher than the leaves and bears  white flowers in a cone-shaped inflorescence","grassland, sandy soil, dune",,,,,,,
alcelaphusbuselaphus,Alcelaphus buselaphus,Alcelaphus caama; Alcelaphus buselaphus caama,"(Pallas, 1766)",Swayne's hartebeest,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,herbivore; height: 110-150 cm; the coat is glossy red-brown; the outside of the legs and the tail are black; the buttocks are light; there is a black blaze on the face; the snout is very long; the shoulders are humped and the back is sloped; the horns rise from a single pedicel and are S-shaped;,"savanna, shrubland, grassland, woodland,","BW,NA,ZA",,,,,,
alchorneacordifolia,Alchornea cordifolia,,,,Plantae,,,,,Alchornea,,,,,,,,[PROTA],
alchorneafloribunda,Alchornea floribunda,,,,Plantae,,,,,Alchornea,,,,,,,,[PROTA],
alchorneahirtella,Alchornea hirtella,,,,Plantae,,,,,Alchornea,,,,,,,,[PROTA],
alchornealaxiflora,Alchornea laxiflora,,,,Plantae,,,,,Alchornea,,,,,,,,[PROTA],
alchorneayambuyaensis,Alchornea yambuyaensis,,,,Plantae,,,,,Alchornea,,,,,,,,[PROTA],
alectorischukar,Alectoris chukar,,"(J. E. Gray, 1830)",chukar,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,omnivore; body-length: 33 cm; grey to brown plumage on the back; white throat with black border; black and white striped flanks; red bill,,,,,,,,
alectraorobanchoides,Alectra orobanchoides,,Benth.,Kirk's tobacco witchweed,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Alectra,,,"BW,ZA",,,,,,
alectrasessiliflora,Alectra sessiliflora,,,,Plantae,,,,,Alectra,,,,,,,,[PROTA],
aleopeglerae,Aleo peglerae,,Schönland,,Plantae,,,,,Aleo,,,,,,,,[plantzafrica.com],
aleoperfoliata,Aleo perfoliata,,L.,,Plantae,,,,,Aleo,,,,,,,,[plantzafrica.com],
alepideaamatymbica,Alepidea amatymbica,,Eckl. & Zeyh.,,Plantae,,,,,Alepidea,,,,,,,,[plantzafrica.com],
alepideapeduncularis,Alepidea peduncularis,,,,Plantae,,,,,Alepidea,,,,,,,,[PROTA],
alestes,Alestes,,"Müller & Troschel, 1845",,Animalia,Chordata,Actinopterygii,Characiformes,Alestidae,,,,,,,,,,
alestesbaremoze,Alestes baremoze,,"(Joannis, 1835)",Silversides,Animalia,Chordata,Actinopterygii,Characiformes,Alestidae,Alestes,,,AE,,,,,,
alestesdentex,Alestes dentex,,"(Linnaeus, 1758)",Characin,Animalia,Chordata,Actinopterygii,Characiformes,Alestidae,Alestes,,,,,,,,,
aleuritesmoluccanus,Aleurites moluccanus,,,,Plantae,,,,,Aleurites,,,,,,,,[PROTA],
allanblackiafloribunda,Allanblackia floribunda,,,,Plantae,,,,,Allanblackia,,,,,,,,[PROTA],
allanblackiaparviflora,Allanblackia parviflora,,,,Plantae,,,,,Allanblackia,,,,,,,,[PROTA],
allanblackiastuhlmannii,Allanblackia stuhlmannii,,,,Plantae,,,,,Allanblackia,,,,,,,,[PROTA],
alliumampeloprasum,Allium ampeloprasum,,,,Plantae,,,,,Allium,,,,,,,,[PROTA],
alliumcepa,Allium cepa,,L.,onion,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,,,,,,,,Blench2012[2],
alliumfistulosum,Allium fistulosum,,,,Plantae,,,,,Allium,,,,,,,,[PROTA],
alliumsativum,Allium sativum,,L.,Garlic,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,,,"AT,DE,ES,FR,GE,NL,PL,RO,RU,SE,SK,UA",,,,,,
allogymnopleurusaeneus,Allogymnopleurus aeneus,,"(Harold, 1875)",,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Allogymnopleurus,,,,,,,,,
allophylusabyssinicus,Allophylus abyssinicus,,,,Plantae,,,,,Allophylus,,,,,,,,[PROTA],
allophylusarboreus,Allophylus arboreus,,,,Plantae,,,,,Allophylus,,,,,,,,[PROTA],
allophylusdregeanus,Allophylus dregeanus,,(Sond.) De Winter,,Plantae,,,,,Allophylus,,,,,,,,[plantzafrica.com],
allophylusmacrocarpus,Allophylus macrocarpus,,,,Plantae,,,,,Allophylus,,,,,,,,[PROTA],
allophyluspervillei,Allophylus pervillei,,,,Plantae,,,,,Allophylus,,,,,,,,[PROTA],
allophyluspseudopaniculatus,Allophylus pseudopaniculatus,,,,Plantae,,,,,Allophylus,,,,,,,,[PROTA],
alluaudiaascendens,Alluaudia ascendens,,,,Plantae,,,,,Alluaudia,,,,,,,,[PROTA],
alluaudiadumosa,Alluaudia dumosa,,,,Plantae,,,,,Alluaudia,,,,,,,,[PROTA],
alluaudiaprocera,Alluaudia procera,,,,Plantae,,,,,Alluaudia,,,,,,,,[PROTA],
alnusacuminata,Alnus acuminata,,,,Plantae,,,,,Alnus,,,,,,,,[PROTA],
alnusnepalensis,Alnus nepalensis,,,,Plantae,,,,,Alnus,,,,,,,,[PROTA],
aloe,Aloe,,L.,Aloes,Plantae,Tracheophyta,Liliopsida,Asparagales,Xanthorrhoeaceae,,,,,,,,,,
aloeafricana,Aloe africana,,Mill.,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloealbida,Aloe albida,,(Stapf) Reynolds,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloearborescens,Aloe arborescens,,Mill.,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloeasperifolia,Aloe asperifolia,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloeballyi,Aloe ballyi,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloebarberae,Aloe barberae,,Dyer,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloebrevifolia,Aloe brevifolia,,Mill.,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloebroomii,Aloe broomii,,Schönland,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloebuettneri,Aloe buettneri,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloecalidophila,Aloe calidophila,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloecamperi,Aloe camperi,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloecapitata,Aloe capitata,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloecarolineae,Aloe carolineae,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloecatengiana,Aloe catengiana,,Reynolds,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloechabaudii,Aloe chabaudii,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloechallisii,Aloe challisii,,van Jaarsv. & A.E.van Wyk,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloechlorantha,Aloe chlorantha,,Lavranos,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloechristianii,Aloe christianii,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloeciliaris,Aloe ciliaris,,Haw.,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloecitrina,Aloe citrina,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloeclaviflora,Aloe claviflora,,Burch.,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloecommixta,Aloe commixta,,A.Berger,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloecomosa,Aloe comosa,,Marloth & A.Berger,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloecongolensis,Aloe congolensis,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloecooperi,Aloe cooperi,,Baker,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloecryptopoda,Aloe cryptopoda,,Baker,Dr Kirk's aloe,Plantae,Tracheophyta,Liliopsida,Asparagales,Xanthorrhoeaceae,Aloe,,,"BW,ZA",,,,,,
aloedawei,Aloe dawei,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloedichotoma,Aloe dichotoma,,Masson,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloedivaricata,Aloe divaricata,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloeduckeri,Aloe duckeri,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloeelgonica,Aloe elgonica,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloeesculenta,Aloe esculenta,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloeexcelsa,Aloe excelsa,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloefalcata,Aloe falcata,,Baker,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloeferox,Aloe ferox,,Mill.,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloeflexilifolia,Aloe flexilifolia,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloegariepensis,Aloe gariepensis,,Pillans,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloeglobuligemma,Aloe globuligemma,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloegreatheadii,Aloe greatheadii,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloegreatheadiivar.davyana,Aloe greatheadii var. Davyana,,(Schönland) Glen & D.S.Hardy,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloegreenii,Aloe greenii,,Baker,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloehaemanthifolia,Aloe haemanthifolia,,Marloth & A.Berger,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloehardyi,Aloe hardyi,,Glen,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloehendrickxii,Aloe hendrickxii,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloehereroensis,Aloe hereroensis,,Engl.,Herero aloe,Plantae,Tracheophyta,Liliopsida,Asparagales,Xanthorrhoeaceae,Aloe,"leaf succulent; up to 1 m tall; broad, succulent leaves with thorny edges; bright red or orange flowers",rocky area,,,,,,,
aloehuntleyana,Aloe huntleyana,,Van Jaarsv. &. Swanepoel,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloekedongensis,Aloe kedongensis,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloekhamiesensis,Aloe khamiesensis,,Pillans,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloekilifiensis,Aloe kilifiensis,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloekrapohliana,Aloe krapohliana,,Marloth,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloelateritia,Aloe lateritia,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloelinearifolia,Aloe linearifolia,,A.Berger,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloelittoralis,Aloe littoralis,,Baker,Windhoek aloe,Plantae,Tracheophyta,Liliopsida,Asparagales,Xanthorrhoeaceae,Aloe,"leaf succulent; up to 4 m tall; broad succulent leaves with thorny edges; red to yellow flowers in a large, branched inflorescence",rocky area,,,,,,,
aloelomatophylloides,Aloe lomatophylloides,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloelongistyla,Aloe longistyla,,Baker,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloemacrocarpa,Aloe macrocarpa,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloemacroclada,Aloe macroclada,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloemacrosiphon,Aloe macrosiphon,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloemaculata,Aloe maculata,,All.,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloemarlothii,Aloe marlothii,,A.Berger,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloemayottensis,Aloe mayottensis,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloemelanacantha,Aloe melanacantha,,A.Berger,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloemicrodonta,Aloe microdonta,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloemicrostigma,Aloe microstigma,,Salm-Dyck,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloemudenensis,Aloe mudenensis,,Reynolds,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloemutabilis,Aloe mutabilis,,Pillans,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloengongensis,Aloe ngongensis,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloenubigena,Aloe nubigena,,Groenew.,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloenuttii,Aloe nuttii,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloenyeriensis,Aloe nyeriensis,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloeofficinalis,Aloe officinalis,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloeortholopha,Aloe ortholopha,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloeparvibracteata,Aloe parvibracteata,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloepearsonii,Aloe pearsonii,,Schönland,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloepercrassa,Aloe percrassa,,,,Plantae,,,,,Aloe,,,,,,,,[PROTA],
aloepictifolia,Aloe pictifolia,,D.S.Hardy,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloepillansii,Aloe pillansii,,L.Guthrie,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloeplicatilis,Aloe plicatilis,,(L.) Mill.,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
aloepluridens,Aloe pluridens,,Haw.,,Plantae,,,,,Aloe,,,,,,,,[plantzafrica.com],
